e.emp_id,e.name,e.age,e.job_role,e.salary,e.project,e.join_date,e.department,d.location
943,Selena Alvarez,46,Manager,83928.96,Omega,1987-06-12,IT,San Francisco
944,Tracey Hutchinson,52,Developer,47277.13,Project4,1997-09-25,IT,San Francisco
948,Wendy Young,57,Consultant,145520.08,Project3,2009-04-17,IT,San Francisco
956,Jessica Brown,26,Manager,70303.78,Omega,2010-04-12,IT,San Francisco
959,Kelsey Thomas,41,Engineer,79485.11,Project6,2000-02-08,IT,San Francisco
960,Rachael Wells,23,Consultant,133574.32,Beta,2015-09-28,IT,San Francisco
962,James Cook,25,Developer,70630.13,Project4,1990-02-09,IT,San Francisco
973,Kristina Moreno,56,Manager,48332.81,Project5,1999-10-12,IT,San Francisco
974,Mark Smith,25,Engineer,98348.21,Beta,2018-06-01,IT,San Francisco
981,Lindsey Mitchell,32,Analyst,82653.76,Project6,1992-08-28,IT,San Francisco
999,Scott Ball,60,Analyst,69925.46,Omega,1993-08-30,IT,San Francisco
1,Kelly Fitzgerald,37,Analyst,59417.8,Alpha,1983-03-07,IT,San Francisco
11,Valerie Jackson,48,Developer,115039.75,Project2,2015-03-11,IT,San Francisco
13,Todd Hamilton,27,Manager,124462.8,Project6,2009-02-18,IT,San Francisco
16,Justin Warren,47,Consultant,139476.33,Beta,2004-04-28,IT,San Francisco
28,Steven Russell,59,Consultant,79630.17,Project3,2002-01-05,IT,San Francisco
43,Glenn Lopez,44,Developer,82823.91,Delta,1973-05-01,IT,San Francisco
47,Carl Murray,49,Consultant,49534.57,Project3,1986-08-22,IT,San Francisco
52,Robert Gonzales,34,Engineer,98837.32,Omega,1993-08-18,IT,San Francisco
53,Rhonda Hughes,48,Manager,89353.32,Beta,2022-07-21,IT,San Francisco
56,Jason Brown,36,Engineer,85432.99,Delta,1985-11-05,IT,San Francisco
58,Kevin Montgomery,56,Engineer,99670.62,Project5,2001-08-28,IT,San Francisco
59,Tracy Crawford,29,Analyst,136927.19,Project6,1982-04-25,IT,San Francisco
60,Scott Villarreal,55,Developer,100525.1,Project1,1992-06-15,IT,San Francisco
70,Thomas Jones DDS,26,Analyst,99072.0,Project4,2003-06-05,IT,San Francisco
73,Joseph Ortiz,49,Engineer,58500.55,Gamma,1996-02-25,IT,San Francisco
76,Lisa Patrick,60,Analyst,119108.75,Gamma,2002-08-13,IT,San Francisco
79,Robert Garcia,46,Engineer,71684.16,Project4,1979-06-25,IT,San Francisco
85,Mike Jefferson,36,Developer,87418.39,Project1,2007-04-01,IT,San Francisco
99,Jenna Stevens,60,Analyst,63740.58,Gamma,2000-09-05,IT,San Francisco
113,Robert Miller,36,Developer,46310.89,Project4,1994-11-25,IT,San Francisco
116,Amy Johnson,55,Engineer,66932.2,Beta,2023-08-26,IT,San Francisco
123,Michael Edwards,59,Analyst,147824.81,Project6,2015-06-04,IT,San Francisco
125,Cory Doyle,25,Analyst,90621.08,Project4,2000-02-13,IT,San Francisco
130,Chad Wilson,40,Manager,68554.83,Alpha,1982-05-13,IT,San Francisco
133,James Haynes,43,Analyst,103429.83,Project3,2013-09-27,IT,San Francisco
137,Christine Johnson,48,Engineer,58333.38,Gamma,2018-02-13,IT,San Francisco
138,Lori Peterson,59,Engineer,113412.85,Project1,1993-12-22,IT,San Francisco
149,Sara Stone,29,Consultant,79470.42,Project5,2011-09-21,IT,San Francisco
150,Nancy Hunt,48,Engineer,102076.97,Alpha,1986-09-29,IT,San Francisco
158,Mark Spencer,54,Manager,54410.82,Project4,2017-05-01,IT,San Francisco
162,Brian Vega,42,Analyst,139680.8,Omega,2009-12-28,IT,San Francisco
166,James Sullivan,47,Manager,99873.0,Project6,1984-04-30,IT,San Francisco
167,David Spears,44,Consultant,57641.95,Beta,2005-03-02,IT,San Francisco
171,James Rodriguez,47,Developer,138415.92,Beta,1977-11-17,IT,San Francisco
177,Jennifer Chan,43,Consultant,42688.26,Project2,1995-02-07,IT,San Francisco
179,Joseph Anderson,45,Analyst,130329.08,Omega,2006-08-29,IT,San Francisco
180,Ashley Gray,44,Consultant,136780.09,Project2,2017-12-18,IT,San Francisco
182,Benjamin Casey,22,Manager,138579.96,Project5,2017-08-05,IT,San Francisco
183,Crystal Smith,44,Developer,61454.38,Delta,1987-01-28,IT,San Francisco
195,Samantha Morris,35,Manager,103159.07,Project4,2022-02-21,IT,San Francisco
215,Joseph Harris Jr.,55,Manager,87368.06,Beta,2007-01-22,IT,San Francisco
217,Stephanie Jacobson,23,Developer,142424.21,Project6,1997-07-26,IT,San Francisco
227,Crystal Anderson,40,Manager,71692.0,Project2,2010-08-23,IT,San Francisco
228,Victoria Brown,38,Developer,51305.92,Omega,2021-08-02,IT,San Francisco
234,Samantha Watson,30,Manager,59985.92,Alpha,1973-08-26,IT,San Francisco
238,Franklin Cordova,46,Developer,127042.64,Delta,1981-11-09,IT,San Francisco
243,Brittany Cantrell,22,Consultant,108596.09,Gamma,1985-09-17,IT,San Francisco
245,Robert Chen,53,Manager,78910.07,Omega,1991-04-27,IT,San Francisco
246,Christina Gilbert,28,Engineer,71469.05,Project5,1979-06-11,IT,San Francisco
247,Stephanie Andersen,25,Developer,65564.77,Alpha,2000-01-09,IT,San Francisco
248,Kristin Garcia,58,Developer,137184.08,Gamma,1989-07-17,IT,San Francisco
252,Laura Buckley,54,Consultant,88969.65,Beta,1985-08-25,IT,San Francisco
254,Scott Noble,52,Consultant,86516.52,Beta,2019-12-01,IT,San Francisco
255,Robin Smith,45,Developer,88615.43,Project2,1976-11-21,IT,San Francisco
258,Justin Harper,34,Engineer,113888.1,Project1,1995-12-15,IT,San Francisco
265,Jason Ross,55,Consultant,132324.99,Alpha,2012-12-10,IT,San Francisco
268,Kara Short,28,Developer,94065.44,Project3,1980-08-30,IT,San Francisco
269,Elizabeth Thomas,33,Developer,147009.02,Project2,2006-11-09,IT,San Francisco
276,Juan Weeks,26,Consultant,63431.66,Project5,1978-08-23,IT,San Francisco
282,Robert Rodriguez,53,Manager,69724.36,Project2,2009-02-17,IT,San Francisco
285,Richard Daniels,52,Developer,72493.15,Project3,2002-05-27,IT,San Francisco
288,Mary Smith,30,Manager,52980.08,Gamma,1972-07-05,IT,San Francisco
302,Barbara Patrick,27,Engineer,93296.86,Beta,2019-12-23,IT,San Francisco
303,Daniel Bryant,35,Developer,147946.53,Project4,2012-06-29,IT,San Francisco
309,Julie Thomas,54,Analyst,45779.9,Project1,2003-07-21,IT,San Francisco
331,Melissa Boyle MD,47,Analyst,91245.68,Alpha,1970-06-18,IT,San Francisco
341,David Rodgers,59,Manager,135809.8,Project6,2024-09-10,IT,San Francisco
344,Cody Mann,34,Manager,88945.49,Project5,1990-03-26,IT,San Francisco
348,James Murray,49,Engineer,91889.62,Project5,2005-10-23,IT,San Francisco
356,Jack Patterson,37,Analyst,134487.97,Project4,2018-12-09,IT,San Francisco
366,Leah Boone,42,Manager,85288.79,Project1,2002-03-28,IT,San Francisco
376,Michael Mcintosh,56,Manager,42037.55,Project4,1981-08-31,IT,San Francisco
379,Laura Branch,27,Manager,69730.28,Beta,1995-08-10,IT,San Francisco
383,Anita Allen MD,35,Consultant,105882.36,Project6,1972-04-23,IT,San Francisco
399,Dr. Charles Turner,60,Manager,104580.16,Gamma,1996-09-01,IT,San Francisco
405,Antonio Martin,58,Engineer,75296.35,Alpha,2009-09-24,IT,San Francisco
414,John Reed,43,Manager,48203.52,Project5,2020-10-15,IT,San Francisco
422,Lawrence Lopez,25,Engineer,67186.6,Beta,2024-01-08,IT,San Francisco
424,Adam Anderson,30,Developer,135580.78,Delta,2018-08-01,IT,San Francisco
425,Laura Mitchell,30,Consultant,74462.33,Beta,1995-05-09,IT,San Francisco
429,Laurie Mitchell,59,Engineer,61192.88,Delta,1995-09-26,IT,San Francisco
433,Alison Williams,40,Developer,57178.4,Project6,1970-08-14,IT,San Francisco
439,Wendy Khan,31,Consultant,56123.02,Project2,2000-06-17,IT,San Francisco
443,Gregory Wilson,40,Consultant,80863.97,Project5,2021-10-13,IT,San Francisco
448,Matthew Rojas,39,Developer,138902.5,Project2,2012-02-09,IT,San Francisco
453,Aaron Craig,42,Analyst,96817.13,Project6,2018-02-05,IT,San Francisco
459,Michael Williams,53,Engineer,137463.74,Alpha,2020-08-31,IT,San Francisco
463,Bailey Rivas,37,Consultant,114382.35,Omega,1985-02-25,IT,San Francisco
466,Sergio Vang,47,Manager,59602.88,Project3,2024-02-15,IT,San Francisco
468,Scott Roberts,33,Analyst,46027.4,Project3,1986-08-05,IT,San Francisco
473,Johnathan Hart,27,Developer,127124.45,Delta,1995-06-01,IT,San Francisco
476,Paul Calderon,23,Developer,61786.98,Gamma,1977-10-10,IT,San Francisco
477,Amber Kennedy,46,Engineer,141965.58,Project4,2024-01-29,IT,San Francisco
482,Cody Reilly,36,Manager,73225.19,Project2,2003-04-16,IT,San Francisco
497,Bridget Vega,24,Consultant,65460.8,Gamma,2018-02-04,IT,San Francisco
501,Maria Logan,55,Analyst,140378.43,Project3,1975-11-19,IT,San Francisco
507,Aaron Graham,59,Analyst,140277.08,Beta,1995-01-25,IT,San Francisco
513,Rachel Arroyo,26,Engineer,133896.04,Project2,2003-04-10,IT,San Francisco
516,Kristin Bowen,46,Consultant,129509.82,Beta,2005-10-15,IT,San Francisco
525,Alejandra Schwartz,32,Engineer,74903.35,Omega,2018-06-09,IT,San Francisco
527,Martin Tran,56,Analyst,123973.74,Project1,1998-11-08,IT,San Francisco
532,Scott Berry,52,Engineer,146360.79,Beta,1983-09-16,IT,San Francisco
545,Kelly Frederick,40,Analyst,127793.52,Project1,1996-03-02,IT,San Francisco
549,Kevin Kane,52,Consultant,121366.96,Beta,1980-02-27,IT,San Francisco
550,Tasha Sanchez,50,Developer,89180.7,Project1,2011-02-17,IT,San Francisco
555,Joseph Hickman,31,Consultant,98968.05,Project2,2003-05-17,IT,San Francisco
556,Richard Joseph,23,Developer,103422.86,Omega,2018-05-16,IT,San Francisco
562,David Santos,26,Analyst,82136.55,Project4,2013-03-29,IT,San Francisco
565,Brian Bowen,25,Engineer,107698.21,Project5,1999-12-18,IT,San Francisco
573,Stephanie Shields,33,Developer,69810.77,Project4,1977-03-12,IT,San Francisco
580,Robert Estrada,59,Developer,59564.54,Project1,1971-11-23,IT,San Francisco
599,Tammy Adams,45,Developer,111279.27,Project3,1979-04-20,IT,San Francisco
605,Heather Leblanc,60,Manager,82433.59,Gamma,1986-04-26,IT,San Francisco
606,Charles Williams,45,Engineer,68259.3,Project4,1982-05-12,IT,San Francisco
611,Amber Johnson,26,Manager,119350.76,Project2,2000-03-04,IT,San Francisco
622,Kevin Mack,22,Analyst,85814.73,Omega,2023-05-20,IT,San Francisco
625,Peter Perkins,50,Consultant,92221.14,Project5,1989-12-02,IT,San Francisco
631,Tammy Bray,59,Engineer,101871.36,Project6,1986-05-07,IT,San Francisco
636,Misty Porter,30,Analyst,51564.36,Project5,2011-02-27,IT,San Francisco
641,Daniel Russell,33,Engineer,78765.02,Omega,1990-01-01,IT,San Francisco
649,Linda Perez,31,Analyst,76102.61,Project6,2017-09-27,IT,San Francisco
651,Kristi Gonzales,35,Analyst,84650.01,Omega,2002-03-27,IT,San Francisco
662,James Smith,44,Consultant,74267.29,Alpha,2014-02-21,IT,San Francisco
665,Frederick Fuller,32,Developer,149392.32,Omega,1976-08-03,IT,San Francisco
681,Jennifer Silva,23,Consultant,40053.96,Delta,1978-12-27,IT,San Francisco
691,Christine Foster,56,Analyst,67699.67,Project6,1980-07-25,IT,San Francisco
693,Miss Lauren Alexander,58,Engineer,91808.57,Beta,1997-11-25,IT,San Francisco
699,Peter Thompson,49,Developer,108266.29,Project2,1990-03-16,IT,San Francisco
703,Diane Wilson,22,Manager,85045.72,Project5,2022-05-16,IT,San Francisco
706,Robert Ingram,55,Analyst,121015.16,Project3,2020-01-14,IT,San Francisco
710,Shawn Griffin,34,Analyst,87896.2,Project4,2023-06-16,IT,San Francisco
714,Grant Kelley,42,Consultant,104393.13,Delta,1974-07-12,IT,San Francisco
715,Travis Smith,28,Engineer,136642.5,Alpha,1996-12-18,IT,San Francisco
720,Amy Diaz,47,Consultant,56196.84,Project3,1971-01-25,IT,San Francisco
730,Jeffrey Jackson,22,Developer,64932.75,Delta,1994-05-26,IT,San Francisco
733,Cody Thomas,23,Developer,43475.68,Project4,1994-06-28,IT,San Francisco
742,Ashley Watts,40,Manager,124969.01,Gamma,1980-04-25,IT,San Francisco
751,Marcia Flores,22,Manager,140515.95,Project2,2020-03-29,IT,San Francisco
754,Johnny Terrell,27,Engineer,136068.04,Gamma,1971-05-21,IT,San Francisco
771,Robert Davis,42,Manager,93217.79,Project3,1973-04-14,IT,San Francisco
775,Joseph Avery,27,Developer,133788.93,Beta,2012-08-16,IT,San Francisco
782,Norma Jackson,42,Engineer,137780.81,Project4,1985-10-20,IT,San Francisco
784,Alyssa Chen,50,Developer,54605.75,Project4,1997-01-13,IT,San Francisco
789,Daniel White,37,Analyst,85754.68,Project6,1978-03-17,IT,San Francisco
791,Patricia Gomez,31,Engineer,64135.48,Project3,2010-06-12,IT,San Francisco
798,Rachel Nelson,55,Developer,61721.5,Project6,1993-08-25,IT,San Francisco
800,Jeffrey Small,23,Manager,137051.02,Project3,2007-07-16,IT,San Francisco
802,Michael Cox,32,Developer,128477.5,Beta,2000-03-12,IT,San Francisco
804,Derrick Fox,40,Analyst,89385.61,Project3,1980-06-18,IT,San Francisco
811,Caitlin Brown,52,Manager,41903.32,Omega,1980-01-06,IT,San Francisco
812,Robert Quinn,49,Consultant,128429.4,Alpha,2007-10-09,IT,San Francisco
819,Laura Hall,32,Engineer,148375.38,Project1,1977-04-09,IT,San Francisco
822,Ariana Clark,60,Engineer,75423.21,Omega,1983-08-19,IT,San Francisco
823,Carolyn Wright,59,Developer,48494.51,Gamma,1975-08-08,IT,San Francisco
827,Diana Lee,58,Manager,69222.14,Project6,2017-09-03,IT,San Francisco
830,Elizabeth Butler,47,Analyst,113341.58,Gamma,1979-07-13,IT,San Francisco
833,Robert Hall,57,Analyst,119679.26,Project6,2024-03-04,IT,San Francisco
834,Gregory Reed,27,Engineer,107234.38,Project5,1971-09-11,IT,San Francisco
847,Kaylee Munoz,60,Manager,45719.3,Project2,2016-01-22,IT,San Francisco
852,Tanya Williams,50,Consultant,44305.44,Omega,1975-04-08,IT,San Francisco
858,Daniel Miller,51,Developer,115444.74,Project6,1977-06-03,IT,San Francisco
863,Debbie Baker,57,Developer,118670.53,Delta,2007-07-03,IT,San Francisco
871,Brian Tran,35,Analyst,96189.52,Delta,1981-04-20,IT,San Francisco
872,James Wheeler,27,Manager,42238.04,Alpha,2004-06-15,IT,San Francisco
873,Jacob Anthony,46,Developer,124292.23,Delta,1993-11-30,IT,San Francisco
880,Kimberly Patterson,54,Consultant,133219.73,Gamma,1977-01-26,IT,San Francisco
887,Emily Butler,44,Consultant,43457.01,Beta,1977-12-16,IT,San Francisco
896,Terrence Wilson,55,Consultant,137470.55,Omega,1987-09-13,IT,San Francisco
900,Danielle Carter,42,Developer,77372.43,Project3,1988-04-26,IT,San Francisco
903,Andrea Lee,46,Consultant,90007.8,Project4,2020-07-15,IT,San Francisco
904,Joseph Rogers,26,Developer,135812.17,Project1,1998-04-21,IT,San Francisco
905,Barry Bradley,35,Analyst,143380.56,Delta,1993-11-13,IT,San Francisco
910,Alexandra Gibson,24,Analyst,84037.98,Delta,2016-04-12,IT,San Francisco
911,Terry Wood,23,Developer,81017.12,Beta,1975-08-01,IT,San Francisco
918,Teresa Dillon,45,Consultant,91795.8,Project4,1976-10-31,IT,San Francisco
920,John Cooper,36,Engineer,83043.61,Omega,2010-03-12,IT,San Francisco
921,Michael Davis,48,Developer,94283.29,Project3,2008-09-01,IT,San Francisco
922,Olivia Bryan,38,Consultant,130834.47,Beta,1979-06-23,IT,San Francisco
923,Richard Gray,46,Engineer,83692.2,Omega,2012-10-03,IT,San Francisco
927,Mark Byrd,30,Manager,115740.12,Project3,1992-03-05,IT,San Francisco
929,Diane Wells,22,Manager,126120.95,Project1,2005-02-04,IT,San Francisco
934,Jeffrey Carrillo,44,Analyst,68853.31,Delta,1998-12-06,IT,San Francisco
936,Heather Smith,36,Engineer,46618.42,Project1,1999-04-16,IT,San Francisco
941,Jill Taylor,27,Manager,113266.68,Gamma,2009-12-17,IT,San Francisco
943,Selena Alvarez,46,Manager,83928.96,Omega,1987-06-12,IT,San Francisco
944,Tracey Hutchinson,52,Developer,47277.13,Project4,1997-09-25,IT,San Francisco
948,Wendy Young,57,Consultant,145520.08,Project3,2009-04-17,IT,San Francisco
956,Jessica Brown,26,Manager,70303.78,Omega,2010-04-12,IT,San Francisco
959,Kelsey Thomas,41,Engineer,79485.11,Project6,2000-02-08,IT,San Francisco
960,Rachael Wells,23,Consultant,133574.32,Beta,2015-09-28,IT,San Francisco
962,James Cook,25,Developer,70630.13,Project4,1990-02-09,IT,San Francisco
973,Kristina Moreno,56,Manager,48332.81,Project5,1999-10-12,IT,San Francisco
974,Mark Smith,25,Engineer,98348.21,Beta,2018-06-01,IT,San Francisco
981,Lindsey Mitchell,32,Analyst,82653.76,Project6,1992-08-28,IT,San Francisco
999,Scott Ball,60,Analyst,69925.46,Omega,1993-08-30,IT,San Francisco
14,Dana Griffin,59,Consultant,137338.18,Beta,2000-05-07,Marketing,Los Angeles
15,Carolyn Powell DVM,28,Analyst,49599.29,Project1,2002-08-17,Marketing,Los Angeles
17,Pamela Morales,57,Manager,66449.69,Project6,1995-11-26,Marketing,Los Angeles
23,Dana Richard,39,Analyst,61564.43,Project5,2021-01-28,Marketing,Los Angeles
25,Daisy Gordon,54,Manager,119510.51,Gamma,2023-07-17,Marketing,Los Angeles
32,Charles Baldwin,28,Engineer,143854.77,Project5,1980-09-20,Marketing,Los Angeles
33,Justin Durham,33,Developer,116524.25,Project4,2008-08-19,Marketing,Los Angeles
34,Heidi Johnson,36,Engineer,120789.04,Project5,1991-04-04,Marketing,Los Angeles
36,Denise Ramirez,40,Developer,131328.31,Project6,1974-06-09,Marketing,Los Angeles
46,Elizabeth Williams,39,Engineer,52147.5,Project4,1972-04-08,Marketing,Los Angeles
48,Daniel Frey,40,Consultant,138322.45,Project2,1993-12-02,Marketing,Los Angeles
62,Ashlee Barr,39,Engineer,141545.65,Beta,1986-10-17,Marketing,Los Angeles
64,Jillian Acevedo,60,Consultant,135858.31,Project1,2018-09-13,Marketing,Los Angeles
66,Keith Simmons,42,Engineer,80103.96,Omega,1981-03-09,Marketing,Los Angeles
71,Alex Matthews,40,Analyst,127509.39,Project6,2011-05-25,Marketing,Los Angeles
80,Anna Davis,28,Analyst,73204.38,Project2,1991-07-18,Marketing,Los Angeles
82,Abigail Barrett,55,Manager,53202.28,Project1,2013-07-10,Marketing,Los Angeles
97,Dr. John Adams,43,Engineer,85628.03,Project2,2022-03-27,Marketing,Los Angeles
110,Terry Simon,32,Analyst,65961.84,Delta,2010-11-13,Marketing,Los Angeles
115,Tara Lopez,53,Engineer,122348.55,Project4,2016-06-20,Marketing,Los Angeles
134,Alexandria Acosta,43,Analyst,149379.18,Project6,2000-03-14,Marketing,Los Angeles
135,Mrs. Robin Blackwell,39,Consultant,76717.45,Project5,1993-08-28,Marketing,Los Angeles
136,Brittany Wise,23,Consultant,67504.74,Project1,1973-09-04,Marketing,Los Angeles
139,Michael Morris,55,Analyst,68143.78,Project4,2018-10-07,Marketing,Los Angeles
142,Jonathon Smith,29,Manager,67047.81,Delta,1999-06-20,Marketing,Los Angeles
145,Adam Thornton,29,Analyst,122838.03,Beta,2002-04-16,Marketing,Los Angeles
152,Daniel Brown,37,Analyst,41622.18,Project2,2020-03-19,Marketing,Los Angeles
156,Sherri Mclaughlin,41,Consultant,40029.55,Project4,1981-02-17,Marketing,Los Angeles
159,Anne Walsh,23,Manager,62933.99,Project1,2003-10-10,Marketing,Los Angeles
165,Mrs. Jessica Wright,44,Analyst,95360.65,Project4,1989-05-09,Marketing,Los Angeles
170,Michele Gibbs,30,Consultant,85344.9,Gamma,1996-11-06,Marketing,Los Angeles
175,John Phelps,38,Developer,81606.67,Delta,2014-05-10,Marketing,Los Angeles
181,Steve Ramirez,23,Analyst,49465.01,Project5,1976-01-10,Marketing,Los Angeles
187,Mrs. Andrea Brown,46,Analyst,147605.88,Project3,1978-12-21,Marketing,Los Angeles
188,Colin Davis,60,Consultant,123927.28,Project2,1984-01-09,Marketing,Los Angeles
190,Martha Nash,54,Consultant,64347.14,Beta,2003-07-31,Marketing,Los Angeles
193,Jennifer Smith,33,Analyst,62803.54,Project5,1970-06-12,Marketing,Los Angeles
196,Brandon Wood,58,Consultant,47812.73,Project3,1991-05-13,Marketing,Los Angeles
198,Aaron Cooper,36,Manager,87166.68,Alpha,2019-04-30,Marketing,Los Angeles
200,Gloria Haynes,23,Developer,147483.97,Project3,1988-10-02,Marketing,Los Angeles
206,Richard Cantrell,37,Developer,136199.64,Project3,2011-05-14,Marketing,Los Angeles
211,Fernando Steele,28,Developer,58372.31,Project2,1999-08-08,Marketing,Los Angeles
219,Bonnie Downs,31,Analyst,101366.33,Alpha,2022-10-15,Marketing,Los Angeles
225,Antonio Caldwell,57,Consultant,115137.12,Alpha,2018-09-11,Marketing,Los Angeles
226,Erin Reyes,47,Consultant,73346.29,Project4,2021-08-05,Marketing,Los Angeles
230,Kristin Patterson,27,Consultant,89144.55,Project4,1983-04-28,Marketing,Los Angeles
231,Justin Ellison,43,Engineer,85181.22,Beta,1979-12-31,Marketing,Los Angeles
233,Lisa Herrera,52,Manager,44958.2,Project6,1974-06-20,Marketing,Los Angeles
235,Joseph Jones,32,Manager,56967.41,Delta,1985-10-10,Marketing,Los Angeles
242,Alexa Williams MD,45,Engineer,135730.82,Project6,1997-09-22,Marketing,Los Angeles
251,Jonathan Lee,28,Consultant,67606.05,Project2,1973-06-09,Marketing,Los Angeles
261,Philip Patterson,53,Developer,42573.36,Project6,1979-03-21,Marketing,Los Angeles
270,Kimberly Gates,29,Consultant,62795.73,Project6,2013-11-18,Marketing,Los Angeles
274,Lisa Nguyen,48,Engineer,78419.21,Beta,2002-10-18,Marketing,Los Angeles
278,Christopher Ford,58,Analyst,91630.71,Project1,1977-06-18,Marketing,Los Angeles
287,Tami Cole,29,Manager,124666.65,Project6,2021-09-17,Marketing,Los Angeles
295,Grace Richards,28,Analyst,84276.47,Project6,2007-03-01,Marketing,Los Angeles
300,Meredith Miller,38,Consultant,144844.85,Project4,1997-01-01,Marketing,Los Angeles
304,Haley Lopez,25,Engineer,119815.43,Project2,2007-05-01,Marketing,Los Angeles
305,Dennis Reyes,50,Manager,63317.27,Delta,1990-01-01,Marketing,Los Angeles
307,Kirk Perez,39,Manager,108102.42,Project4,1997-10-25,Marketing,Los Angeles
311,Erica Flores,47,Consultant,144795.31,Beta,2010-12-13,Marketing,Los Angeles
324,Lauren Price,56,Consultant,117334.02,Beta,1990-08-04,Marketing,Los Angeles
325,Christian Lee,33,Developer,81581.19,Alpha,1973-08-23,Marketing,Los Angeles
329,Jeremy Patel,57,Analyst,50093.55,Omega,1986-03-10,Marketing,Los Angeles
337,Jennifer Nielsen,53,Consultant,122498.16,Project1,2008-11-21,Marketing,Los Angeles
338,Michaela Norris,36,Engineer,106254.14,Omega,1979-03-21,Marketing,Los Angeles
347,Fernando Soto,51,Consultant,54373.59,Gamma,1995-06-19,Marketing,Los Angeles
358,Bradley Perkins,38,Manager,120559.59,Project6,1981-04-30,Marketing,Los Angeles
359,Daniel Jacobson,30,Manager,51894.94,Project3,1975-08-04,Marketing,Los Angeles
361,Zachary Marshall,48,Developer,60927.69,Project3,1983-10-12,Marketing,Los Angeles
364,Mary Richards,35,Engineer,107516.28,Beta,1984-01-31,Marketing,Los Angeles
372,Alex Edwards,58,Analyst,128230.92,Project2,2016-05-12,Marketing,Los Angeles
373,Casey Frazier,54,Developer,127976.75,Alpha,2003-02-14,Marketing,Los Angeles
380,Antonio Holmes,46,Engineer,147314.98,Project3,1980-03-09,Marketing,Los Angeles
386,Debra Wallace,24,Analyst,96919.43,Gamma,1992-04-05,Marketing,Los Angeles
391,Robert Johnson,59,Manager,59637.89,Omega,1990-06-07,Marketing,Los Angeles
395,Kristin Garrett,24,Consultant,141404.86,Omega,1980-04-11,Marketing,Los Angeles
396,Jennifer Bryant,24,Engineer,49280.02,Gamma,1996-10-04,Marketing,Los Angeles
403,Jessica Gibson,51,Manager,136990.36,Beta,2003-11-04,Marketing,Los Angeles
407,Sharon Murphy,52,Engineer,146809.01,Project1,1986-03-16,Marketing,Los Angeles
412,Kurt Baker,54,Consultant,127456.0,Project6,1973-01-26,Marketing,Los Angeles
413,Joseph Taylor,55,Manager,96346.77,Project2,2011-03-02,Marketing,Los Angeles
415,Lindsay Liu,24,Manager,122903.95,Delta,2006-12-27,Marketing,Los Angeles
436,Kevin Thornton,45,Manager,45876.58,Omega,2007-10-16,Marketing,Los Angeles
441,Derek Juarez,34,Developer,59052.94,Omega,1995-05-06,Marketing,Los Angeles
454,Janet Logan,36,Manager,105386.97,Project1,1974-06-19,Marketing,Los Angeles
458,Daniel Montgomery MD,23,Engineer,147532.06,Project4,2019-05-01,Marketing,Los Angeles
472,Ebony Stevens,57,Engineer,99203.21,Omega,1992-05-02,Marketing,Los Angeles
492,Kathryn Medina,50,Engineer,93200.86,Project4,2003-11-26,Marketing,Los Angeles
498,Alexander Rose,59,Engineer,56733.98,Project5,1981-12-23,Marketing,Los Angeles
503,Stephanie Johnson,29,Engineer,53019.44,Project1,2017-08-04,Marketing,Los Angeles
519,Brooke Cummings,35,Analyst,128661.69,Beta,1989-03-27,Marketing,Los Angeles
524,Kevin Johnson,36,Manager,52553.06,Beta,1972-12-19,Marketing,Los Angeles
529,Christina Dillon,24,Consultant,53419.01,Alpha,1988-01-24,Marketing,Los Angeles
533,Kevin Ball,48,Developer,127386.59,Beta,1988-10-13,Marketing,Los Angeles
537,Sharon Cook,34,Engineer,147120.18,Project1,1987-09-19,Marketing,Los Angeles
539,Justin Ayers,25,Consultant,90324.32,Gamma,1982-02-12,Marketing,Los Angeles
542,Donald Padilla,50,Developer,67041.42,Project2,2011-04-02,Marketing,Los Angeles
544,Jared Shepherd,56,Engineer,82325.45,Omega,1989-08-11,Marketing,Los Angeles
551,Derek Hickman,31,Developer,115133.8,Gamma,1990-08-07,Marketing,Los Angeles
552,Brenda Martinez,58,Analyst,59523.92,Gamma,1982-08-17,Marketing,Los Angeles
557,Michael Boone,41,Engineer,65513.13,Alpha,2000-06-04,Marketing,Los Angeles
560,Christopher Adams,52,Consultant,105559.49,Beta,2023-09-08,Marketing,Los Angeles
561,Ryan White,58,Engineer,53225.81,Project1,2003-05-10,Marketing,Los Angeles
566,Oscar Phillips,29,Analyst,131703.31,Omega,2006-02-07,Marketing,Los Angeles
569,Miranda Shannon,36,Engineer,69423.31,Gamma,2007-07-04,Marketing,Los Angeles
570,Becky Martin,53,Consultant,143701.43,Project2,2020-01-23,Marketing,Los Angeles
572,Dr. Crystal Williams,37,Analyst,114659.99,Project1,1977-01-13,Marketing,Los Angeles
581,Sarah Martinez,40,Developer,103027.75,Beta,2007-03-24,Marketing,Los Angeles
582,Gabriel Buck,53,Developer,149940.76,Project1,2016-05-21,Marketing,Los Angeles
583,Angela Campbell,34,Developer,113237.33,Project6,1998-10-18,Marketing,Los Angeles
584,Jamie Sandoval,60,Consultant,82923.24,Project3,2012-07-06,Marketing,Los Angeles
587,Christian Gibson,37,Analyst,146740.16,Delta,1997-05-10,Marketing,Los Angeles
588,Laurie Brandt,46,Engineer,149456.72,Delta,1991-10-01,Marketing,Los Angeles
590,Brian Calderon,34,Developer,137535.07,Gamma,1973-05-19,Marketing,Los Angeles
